Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes_Played,90s,Goals,Assists,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Pass_Accuracy,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Interceptions,TklW,OG,Goals_per_90,Assists_per_90,Interceptions_per_90,Performance_Score,Predicted_Score,Value_Difference
2143,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,21.0,2005.0,31,31,2759,30.7,0,0,0,0,0,0,3,0,0.0,128.0,fr FRA,GK,fr Ligue 1,21-048,2005.0,31.0,31.0,2759.0,30.7,43.0,1.4,117.0,79.0,67.5,10.0,8.0,13.0,9.0,29.0,5.0,5.0,0.0,0.0,2143,fr FRA,GK,fr Ligue 1,21-048,2005.0,30.7,0,0,0,0.0,0.0,0.0,,,0,0,2698,fr FRA,GK,fr Ligue 1,21-048,2005.0,31,2759,89,98.9,30.7,31,89.0,30,0,,0,1.23,42,43,-1,-0.03,-0.03,2143,fr FRA,GK,fr Ligue 1,21-048,2005.0,30.7,3,0,0,0,8,0,0,1,0,0,0.0,0.0,0.032620514679231605,0.009786154403769481,0.010822982298062677,-0.0010368278942931956
167,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,23.0,2002.0,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,6.0,de GER,GK,de Bundesliga,23-338,2002.0,31.0,31.0,2790.0,31.0,52.0,1.68,141.0,90.0,63.1,12.0,7.0,12.0,6.0,19.4,1.0,0.0,1.0,0.0,167,de GER,GK,de Bundesliga,23-338,2002.0,31.0,0,0,0,0.0,0.0,0.0,,,0,0,207,de GER,GK,de Bundesliga,23-338,2002.0,31,2790,90,100.0,31.0,31,90.0,31,0,,0,1.39,44,52,-8,-0.26,,167,de GER,GK,de Bundesliga,23-338,2002.0,31.0,1,0,0,0,5,0,0,1,0,0,0.0,0.0,0.03225806451612903,0.009677419354838708,0.010772964175554518,-0.00109554482071581
1061,Malo Gusto,fr FRA,DF,Chelsea,eng Premier League,22.0,2003.0,31,23,1997,22.2,2,3,5,2,0,0,4,1,0.23,,,,,,,,,,,,,,,,,,,,,,,,,1061,fr FRA,DF,eng Premier League,22-344,2003.0,22.2,2,11,5,45.5,0.5,0.23,0.18,0.4,0,0,1333,fr FRA,DF,eng Premier League,22-344,2003.0,31,1997,64,65.3,22.2,23,79.0,8,8,24.0,1,1.42,39,29,10,0.45,0.62,1061,fr FRA,DF,eng Premier League,22-344,2003.0,22.2,4,1,1,16,18,1,49,26,22,0,0.0901352028042063,0.13520280420630948,1.171757636454682,0.42814221331998,0.4293739574292592,-0.0012317441092792314
268,Jeanuël Belocian,fr FRA,DF,Leverkusen,de Bundesliga,21.0,2005.0,8,3,292,3.2,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,268,fr FRA,DF,de Bundesliga,21-070,2005.0,3.2,0,1,0,0.0,0.31,0.0,0.0,,0,0,333,fr FRA,DF,de Bundesliga,21-070,2005.0,8,292,37,10.5,3.2,3,73.0,1,5,14.0,8,2.25,3,8,-5,-1.54,-2.44,268,fr FRA,DF,de Bundesliga,21-070,2005.0,3.2,0,0,0,5,5,0,4,2,2,0,0.0,0.0,0.6164383561643836,0.18493150684931506,0.18619711224133964,-0.0012656053920245824
1099,Eivind Helland,no NOR,DF,Bologna,it Serie A,21.0,2005.0,2,2,143,1.6,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1099,no NOR,DF,it Serie A,21-003,2005.0,1.6,0,0,0,0.0,0.0,0.0,,,0,0,1378,no NOR,DF,it Serie A,21-003,2005.0,2,143,72,4.7,1.6,2,72.0,0,0,,10,0.0,0,4,-4,-2.52,-2.67,1099,no NOR,DF,it Serie A,21-003,2005.0,1.6,0,0,0,0,0,0,0,1,2,0,0.0,0.0,0.6293706293706294,0.1888111888111888,0.1901084479325485,-0.0012972591213596951
1451,Myles Lewis-Skelly,eng ENG,DF,Arsenal,eng Premier League,19.0,2006.0,16,2,421,4.7,0,0,0,0,0,0,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1451,eng ENG,DF,eng Premier League,19-214,2006.0,4.7,0,2,0,0.0,0.43,0.0,0.0,,0,0,1818,eng ENG,DF,eng Premier League,19-214,2006.0,16,421,26,13.8,4.7,2,80.0,1,14,19.0,17,2.38,10,7,3,0.64,-0.55,1451,eng ENG,DF,eng Premier League,19-214,2006.0,4.7,3,0,0,7,6,1,0,3,5,0,0.0,0.0,0.6413301662707839,0.19239904988123516,0.193774655097576,-0.001375605216340836
1571,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,21.0,2005.0,4,2,131,1.5,0,0,0,0,0,0,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1571,it ITA,DF,de Bundesliga,21-051,2005.0,1.5,0,0,0,0.0,0.0,0.0,,,0,0,1967,it ITA,DF,de Bundesliga,21-051,2005.0,4,131,33,4.7,1.5,2,65.0,0,2,1.0,7,2.5,4,2,2,1.37,0.29,1571,it ITA,DF,de Bundesliga,21-051,2005.0,1.5,0,1,0,1,2,0,1,2,0,0,0.0,0.0,1.3740458015267174,0.41221374045801523,0.41360400528399455,-0.0013902648259793149
817,Karl Etta Eyong,cm CMR,FW,Levante,es La Liga,22.0,2003.0,26,15,1372,15.2,5,2,7,5,0,1,3,0,0.46,,,,,,,,,,,,,,,,,,,,,,,,,817,cm CMR,FW,es La Liga,22-196,2003.0,15.2,5,36,16,44.4,2.36,1.05,0.14,0.31,0,1,1018,cm CMR,FW,es La Liga,22-196,2003.0,26,1372,53,46.2,15.2,15,79.0,6,11,17.0,2,1.0,20,30,-10,-0.66,-0.49,817,cm CMR,FW,es La Liga,22-196,2003.0,15.2,3,0,0,27,30,6,13,4,11,0,0.3279883381924198,0.13119533527696792,0.26239067055393583,0.24927113702623904,0.25073421763562503,-0.0014630806093859916
2685,Nico Williams,es ESP,MF,Athletic Club,es La Liga,23.0,2002.0,23,18,1551,17.2,4,2,6,3,1,2,1,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,2685,es ESP,MF,es La Liga,23-290,2002.0,17.2,4,41,14,34.1,2.38,0.81,0.07,0.21,1,2,3383,es ESP,MF,es La Liga,23-290,2002.0,23,1551,67,52.2,17.2,18,75.0,2,5,40.0,0,1.3,20,25,-5,-0.29,0.15,2685,es ESP,MF,es La Liga,23-290,2002.0,17.2,1,0,0,20,27,6,66,7,9,0,0.23210831721470018,0.11605415860735009,0.4061895551257253,0.24951644100580272,0.25100400423934915,-0.0014875632335464295
1081,Hákon Haraldsson,is ISL,MF,Lille,fr Ligue 1,23.0,2003.0,29,26,2201,24.5,7,2,9,7,0,0,5,0,0.37,,,,,,,,,,,,,,,,,,,,,,,,,1081,is ISL,MF,fr Ligue 1,23-018,2003.0,24.5,7,44,14,31.8,1.8,0.57,0.16,0.5,0,0,1356,is ISL,MF,fr Ligue 1,23-018,2003.0,29,2201,76,78.9,24.5,26,82.0,8,3,22.0,0,1.86,40,24,16,0.65,0.65,1081,is ISL,MF,fr Ligue 1,23-018,2003.0,24.5,5,0,0,25,36,0,67,11,12,0,0.2862335302135393,0.0817810086324398,0.4497955474784189,0.27396637891867337,0.27559698743129746,-0.0016306085126240877
633,Koni De Winter,be BEL,DF,Milan,it Serie A,23.0,2002.0,24,18,1728,19.2,1,1,2,1,0,0,1,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,633,be BEL,DF,it Serie A,23-320,2002.0,19.2,1,7,1,14.3,0.36,0.05,0.14,1.0,0,0,795,be BEL,DF,it Serie A,23-320,2002.0,24,1728,72,56.5,19.2,18,90.0,17,6,19.0,10,2.0,26,17,9,0.47,-0.34,633,be BEL,DF,it Serie A,23-320,2002.0,19.2,1,0,0,25,8,1,4,13,18,0,0.05208333333333333,0.05208333333333333,0.6770833333333333,0.23958333333333331,0.24123271948151334,-0.0016493861481800265
2711,Gessime Yassine,ma MAR,MF,Strasbourg,fr Ligue 1,20.0,2005.0,10,5,404,4.5,0,1,1,0,0,0,0,0,0.22,,,,,,,,,,,,,,,,,,,,,,,,,2711,ma MAR,MF,fr Ligue 1,20-157,2005.0,4.5,0,7,1,14.3,1.56,0.22,0.0,0.0,0,0,3412,ma MAR,MF,fr Ligue 1,20-157,2005.0,10,404,40,15.0,4.5,5,69.0,1,5,12.0,3,1.8,7,7,0,0.0,-0.39,2711,ma MAR,MF,fr Ligue 1,20-157,2005.0,4.5,0,0,0,7,16,1,13,1,8,0,0.0,0.22277227722772278,0.22277227722772278,0.13366336633663367,0.1353671888527325,-0.001703822516098824
358,Kieron Bowie,sct SCO,FW,Hellas Verona,it Serie A,23.0,2002.0,10,10,840,9.3,2,0,2,2,0,0,1,0,0.21,,,,,,,,,,,,,,,,,,,,,,,,,358,sct SCO,FW,it Serie A,23-219,2002.0,9.3,2,19,6,31.6,2.04,0.64,0.11,0.33,0,0,448,sct SCO,FW,it Serie A,23-219,2002.0,10,840,84,27.5,9.3,10,84.0,6,0,,0,0.5,5,13,-8,-0.86,0.16,358,sct SCO,FW,it Serie A,23-219,2002.0,9.3,1,0,0,24,17,2,6,0,1,0,0.2142857142857143,0.0,0.0,0.08571428571428573,0.08751785915348378,-0.0018035734391980557
1678,Nobel Mendy,sn SEN,DF,Rayo Vallecano,es La Liga,21.0,2004.0,20,19,1524,16.9,2,0,2,2,0,0,8,2,0.12,,,,,,,,,,,,,,,,,,,,,,,,,1678,sn SEN,DF,es La Liga,21-237,2004.0,16.9,2,11,3,27.3,0.65,0.18,0.18,0.67,0,0,2101,sn SEN,DF,es La Liga,21-237,2004.0,20,1524,76,51.3,16.9,19,78.0,9,1,51.0,6,1.1,16,23,-7,-0.41,-0.35,1678,sn SEN,DF,es La Liga,21-237,2004.0,16.9,8,2,1,27,10,1,6,21,9,0,0.11811023622047244,0.0,1.2401574803149606,0.4192913385826772,0.42121406033377945,-0.001922721751102252
198,Luís Balbo,ve VEN,DF,Fiorentina,it Serie A,20.0,2006.0,4,1,180,2.0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,198,ve VEN,DF,it Serie A,20-031,2006.0,2.0,0,0,0,0.0,0.0,0.0,,,0,0,248,ve VEN,DF,it Serie A,20-031,2006.0,4,180,45,5.9,2.0,1,74.0,0,3,35.0,10,2.0,2,1,1,0.5,0.75,198,ve VEN,DF,it Serie A,20-031,2006.0,2.0,0,0,0,2,5,0,4,1,5,0,0.0,0.0,0.5,0.15,0.15207035932323318,-0.002070359323233184
1657,James Mcatee,eng ENG,MF,Nottingham Forest,eng Premier League,23.0,2002.0,10,1,180,2.0,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1657,eng ENG,MF,eng Premier League,23-192,2002.0,2.0,0,1,0,0.0,0.5,0.0,0.0,,0,0,2075,eng ENG,MF,eng Premier League,23-192,2002.0,10,180,18,5.9,2.0,1,59.0,0,9,13.0,21,0.5,0,8,-8,-4.0,-4.12,1657,eng ENG,MF,eng Premier League,23-192,2002.0,2.0,1,0,0,4,3,1,8,1,3,0,0.0,0.0,0.5,0.15,0.15207035932323318,-0.002070359323233184
2464,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,22.0,2004.0,24,10,1012,11.2,4,3,7,4,0,0,2,0,0.62,,,,,,,,,,,,,,,,,,,,,,,,,2464,se SWE,"FW,MF",es La Liga,22-086,2004.0,11.2,4,20,11,55.0,1.78,0.98,0.2,0.36,0,0,3111,se SWE,"FW,MF",es La Liga,22-086,2004.0,24,1012,42,34.1,11.2,10,60.0,0,14,29.0,2,1.33,15,14,1,0.09,0.04,2464,se SWE,"FW,MF",es La Liga,22-086,2004.0,11.2,2,0,0,25,31,6,7,2,14,0,0.3557312252964427,0.266798418972332,0.17786561264822134,0.27569169960474305,0.2778240032623673,-0.002132303657624235
1823,Bara Ndiaye,sn SEN,MF,Bayern Munich,de Bundesliga,18.0,2007.0,3,1,98,1.1,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1823,sn SEN,MF,de Bundesliga,18-118,2007.0,1.1,0,0,0,0.0,0.0,0.0,,,0,0,2288,sn SEN,MF,de Bundesliga,18-118,2007.0,3,98,33,3.5,1.1,1,76.0,0,2,11.0,0,3.0,3,4,-1,-0.92,-3.66,1823,sn SEN,MF,de Bundesliga,18-118,2007.0,1.1,0,0,0,0,3,0,1,2,4,0,0.0,0.0,1.8367346938775508,0.5510204081632653,0.5531650483498125,-0.002144640186547253
339,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,22.0,2003.0,26,22,1732,19.2,0,0,0,0,0,0,5,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,339,fr FRA,MF,it Serie A,22-225,2003.0,19.2,0,6,0,0.0,0.31,0.0,0.0,,0,0,422,fr FRA,MF,it Serie A,22-225,2003.0,26,1732,67,56.6,19.2,22,73.0,8,4,34.0,2,0.88,16,29,-13,-0.68,0.14,339,fr FRA,MF,it Serie A,22-225,2003.0,19.2,5,0,0,38,31,0,3,9,15,0,0.0,0.0,0.46766743648960735,0.1403002309468822,0.14248494855135366,-0.002184717604471448
81,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,fr Ligue 1,22.0,2004.0,21,18,1477,16.4,4,3,7,4,0,0,1,0,0.43,,,,,,,,,,,,,,,,,,,,,,,,,81,fr FRA,"FW,MF",fr Ligue 1,22-099,2004.0,16.4,4,25,12,48.0,1.52,0.73,0.16,0.33,0,0,104,fr FRA,"FW,MF",fr Ligue 1,22-099,2004.0,21,1477,70,52.9,16.4,18,76.0,4,3,34.0,0,0.67,20,32,-12,-0.73,-0.05,81,fr FRA,"FW,MF",fr Ligue 1,22-099,2004.0,16.4,1,0,0,14,30,4,37,4,9,0,0.24373730534867974,0.18280297901150983,0.24373730534867974,0.22545700744752878,0.22771788578878124,-0.0022608783412524647
2165,Robin Risser,fr FRA,GK,Lens,fr Ligue 1,21.0,2004.0,30,30,2700,30.0,0,1,1,0,0,0,2,0,0.03,131.0,fr FRA,GK,fr Ligue 1,21-147,2004.0,30.0,30.0,2700.0,30.0,32.0,1.07,98.0,71.0,70.4,20.0,3.0,7.0,10.0,33.3,6.0,3.0,2.0,1.0,2165,fr FRA,GK,fr Ligue 1,21-147,2004.0,30.0,0,0,0,0.0,0.0,0.0,,,0,0,2725,fr FRA,GK,fr Ligue 1,21-147,2004.0,30,2700,90,100.0,30.0,30,90.0,30,0,,0,2.1,60,32,28,0.93,,2165,fr FRA,GK,fr Ligue 1,21-147,2004.0,30.0,2,0,0,0,5,0,0,0,0,0,0.0,0.03333333333333333,0.0,0.01,0.012316013691387843,-0.0023160136913878433
2191,Merlin Röhl,de GER,MF,Everton,eng Premier League,23.0,2002.0,12,2,366,4.1,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2191,de GER,MF,eng Premier League,23-297,2002.0,4.1,0,7,0,0.0,1.72,0.0,0.0,,0,0,2756,de GER,MF,eng Premier League,23-297,2002.0,12,366,31,12.0,4.1,2,90.0,2,10,19.0,11,1.25,6,6,0,0.0,0.0,2191,de GER,MF,eng Premier League,23-297,2002.0,4.1,0,0,0,9,3,1,4,2,10,0,0.0,0.0,0.4918032786885246,0.14754098360655737,0.1499010270561398,-0.002360043449582433
1655,Pathé Mboup,sn SEN,MF,Brest,fr Ligue 1,22.0,2003.0,25,8,952,10.6,1,0,1,1,0,0,6,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,1655,sn SEN,MF,fr Ligue 1,22-191,2003.0,10.6,1,20,10,50.0,1.89,0.95,0.05,0.1,0,0,2072,sn SEN,MF,fr Ligue 1,22-191,2003.0,25,952,38,35.3,10.6,8,70.0,1,17,23.0,2,1.24,11,16,-5,-0.47,-0.42,1655,sn SEN,MF,fr Ligue 1,22-191,2003.0,10.6,6,0,0,32,16,5,7,12,16,0,0.09453781512605042,0.0,1.134453781512605,0.37815126050420167,0.38059787228909664,-0.0024466117848949698
315,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,20.0,2005.0,7,3,369,4.1,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,315,fr FRA,DF,fr Ligue 1,20-355,2005.0,4.1,0,1,0,0.0,0.24,0.0,0.0,,0,0,391,fr FRA,DF,fr Ligue 1,20-355,2005.0,7,369,53,13.2,4.1,3,69.0,1,4,41.0,14,0.57,0,9,-9,-2.2,-1.9,315,fr FRA,DF,fr Ligue 1,20-355,2005.0,4.1,0,0,0,8,5,0,1,2,5,0,0.0,0.0,0.4878048780487805,0.14634146341463414,0.14910448471051127,-0.0027630212958771327
351,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,21.0,2004.0,2,1,93,1.0,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,351,dz ALG,MF,fr Ligue 1,21-141,2004.0,1.0,0,1,0,0.0,0.97,0.0,0.0,,0,0,437,dz ALG,MF,fr Ligue 1,21-141,2004.0,2,93,47,3.3,1.0,1,75.0,0,1,18.0,0,1.5,1,0,1,0.97,1.74,351,dz ALG,MF,fr Ligue 1,21-141,2004.0,1.0,0,0,0,0,2,0,5,1,0,0,0.0,0.0,0.967741935483871,0.2903225806451613,0.2931266460627073,-0.0028040654175459645
1590,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23.0,2002.0,20,18,1709,19.0,1,0,1,1,0,0,1,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,1590,es ESP,DF,es La Liga,23-344,2002.0,19.0,1,5,1,20.0,0.26,0.05,0.2,1.0,0,0,1991,es ESP,DF,es La Liga,23-344,2002.0,20,1709,85,57.5,19.0,18,89.0,16,2,56.0,11,2.15,33,22,11,0.58,-0.13,1590,es ESP,DF,es La Liga,23-344,2002.0,19.0,1,0,0,13,7,3,0,20,20,1,0.0526623756582797,0.0,1.0532475131655938,0.33703920421299005,0.3398446201368004,-0.0028054159238103393
473,Marc Casado,es ESP,MF,Barcelona,es La Liga,22.0,2003.0,21,9,914,10.2,0,1,1,0,0,0,1,0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,473,es ESP,MF,es La Liga,22-226,2003.0,10.2,0,10,0,0.0,0.98,0.0,0.0,,0,0,584,es ESP,MF,es La Liga,22-226,2003.0,21,914,44,30.8,10.2,9,78.0,5,12,18.0,12,2.86,25,8,17,1.67,-0.08,473,es ESP,MF,es La Liga,22-226,2003.0,10.2,1,0,0,22,19,0,0,7,8,0,0.0,0.09846827133479212,0.6892778993435449,0.2363238512035011,0.23915096461636742,-0.0028271134128663167
2311,Joe Scally,us USA,"MF,DF",Gladbach,de Bundesliga,23.0,2002.0,29,26,2338,26.0,2,3,5,2,0,0,7,0,0.19,,,,,,,,,,,,,,,,,,,,,,,,,2311,us USA,"MF,DF",de Bundesliga,23-118,2002.0,26.0,2,15,9,60.0,0.58,0.35,0.13,0.22,0,0,2909,us USA,"MF,DF",de Bundesliga,23-118,2002.0,29,2338,81,83.8,26.0,26,88.0,20,3,18.0,1,1.1,32,37,-5,-0.19,1.6,2311,us USA,"MF,DF",de Bundesliga,23-118,2002.0,26.0,7,0,0,30,46,2,45,16,24,1,0.07698887938408897,0.11548331907613345,0.6159110350727117,0.2502138579982891,0.2530745583801089,-0.002860700381819792
555,Diego Coppola,it ITA,DF,Brighton,eng Premier League,22.0,2003.0,5,2,194,2.2,0,0,0,0,0,0,2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,555,it ITA,DF,eng Premier League,22-121,2003.0,2.2,0,0,0,0.0,0.0,0.0,,,0,0,698,it ITA,DF,eng Premier League,22-121,2003.0,5,194,39,6.3,2.2,2,88.0,1,3,6.0,17,1.6,1,3,-2,-0.93,-1.27,555,it ITA,DF,eng Premier League,22-121,2003.0,2.2,2,0,0,4,0,0,0,1,2,0,0.0,0.0,0.4639175257731959,0.13917525773195877,0.14212066600466242,-0.002945408272703648
1631,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23.0,2002.0,15,14,1265,14.1,1,1,2,1,0,0,5,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,1631,fr FRA,DF,de Bundesliga,23-348,2002.0,14.1,1,6,1,16.7,0.43,0.07,0.17,1.0,0,0,2042,fr FRA,DF,de Bundesliga,23-348,2002.0,15,1265,84,45.3,14.1,14,90.0,14,1,5.0,0,0.93,17,28,-11,-0.78,-0.49,1631,fr FRA,DF,de Bundesliga,23-348,2002.0,14.1,5,0,0,8,4,0,4,29,9,0,0.07114624505928854,0.07114624505928854,2.0632411067193677,0.6687747035573123,0.6717310853711487,-0.002956381813836395
549,Francisco Conceição,pt POR,"MF,FW",Juventus,it Serie A,23.0,2002.0,27,23,1780,19.8,3,4,7,3,0,0,2,0,0.35,,,,,,,,,,,,,,,,,,,,,,,,,549,pt POR,"MF,FW",it Serie A,23-135,2002.0,19.8,3,62,19,30.6,3.13,0.96,0.05,0.16,0,0,689,pt POR,"MF,FW",it Serie A,23-135,2002.0,27,1780,66,58.2,19.8,23,73.0,2,4,25.0,2,1.74,26,15,11,0.56,-0.64,549,pt POR,"MF,FW",it Serie A,23-135,2002.0,19.8,2,0,0,27,30,3,71,7,21,0,0.15168539325842698,0.20224719101123598,0.35393258426966295,0.22752808988764045,0.23049147227026928,-0.002963382382628832
2096,Leopold Querfeld,at AUT,DF,Union Berlin,de Bundesliga,22.0,2003.0,30,30,2700,30.0,3,0,3,1,2,3,7,0,0.03,,,,,,,,,,,,,,,,,,,,,,,,,2096,at AUT,DF,de Bundesliga,22-129,2003.0,30.0,3,29,10,34.5,0.97,0.33,0.03,0.1,2,3,2640,at AUT,DF,de Bundesliga,22-129,2003.0,30,2700,90,96.8,30.0,30,90.0,30,0,,0,0.97,34,55,-21,-0.7,-1.7,2096,at AUT,DF,de Bundesliga,22-129,2003.0,30.0,7,0,0,46,28,0,3,35,27,0,0.1,0.0,1.1666666666666667,0.39,0.3930676086585704,-0.0030676086585703644
548,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,21.0,2005.0,24,17,1534,17.0,1,0,1,1,0,0,2,0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,548,it ITA,DF,it Serie A,21-067,2005.0,17.0,1,10,2,20.0,0.59,0.12,0.1,0.5,0,0,688,it ITA,DF,it Serie A,21-067,2005.0,24,1534,64,50.1,17.0,17,84.0,10,7,16.0,10,0.96,19,26,-7,-0.41,-0.41,548,it ITA,DF,it Serie A,21-067,2005.0,17.0,2,0,0,21,3,0,1,20,14,0,0.05867014341590612,0.0,1.1734028683181226,0.37548891786179917,0.3786485980861334,-0.003159680224334216
1219,Álex Jiménez,es ESP,"DF,MF",Bournemouth,eng Premier League,20.0,2005.0,30,25,2227,24.7,1,0,1,1,0,0,10,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,1219,es ESP,"DF,MF",eng Premier League,20-355,2005.0,24.7,1,20,4,20.0,0.81,0.16,0.05,0.25,0,0,1519,es ESP,"DF,MF",eng Premier League,20-355,2005.0,30,2227,74,72.8,24.7,25,83.0,11,5,29.0,1,1.43,38,38,0,0.0,0.0,1219,es ESP,"DF,MF",eng Premier League,20-355,2005.0,24.7,10,0,0,33,19,0,46,27,44,0,0.04041311180960934,0.0,1.0911540188594522,0.34351145038167935,0.34671463828921334,-0.0032031879075339886
1268,Justin-Noël Kalumba,fr FRA,"FW,MF",Angers,fr Ligue 1,21.0,2004.0,4,3,224,2.5,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1268,fr FRA,"FW,MF",fr Ligue 1,21-124,2004.0,2.5,0,1,0,0.0,0.4,0.0,0.0,,0,0,1578,fr FRA,"FW,MF",fr Ligue 1,21-124,2004.0,4,224,56,8.0,2.5,3,71.0,1,1,11.0,2,0.25,1,5,-4,-1.61,-1.15,1268,fr FRA,"FW,MF",fr Ligue 1,21-124,2004.0,2.5,0,0,0,3,3,0,15,1,3,0,0.0,0.0,0.40178571428571425,0.12053571428571427,0.12376050219949412,-0.00322478791377985
1672,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,21.0,2005.0,16,6,794,8.8,1,0,1,1,0,0,4,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,1672,es ESP,"MF,FW",es La Liga,21-044,2005.0,8.8,1,11,2,18.2,1.25,0.23,0.09,0.5,0,0,2095,es ESP,"MF,FW",es La Liga,21-044,2005.0,16,794,50,26.7,8.8,6,85.0,2,10,29.0,3,0.94,11,15,-4,-0.45,-0.37,1672,es ESP,"MF,FW",es La Liga,21-044,2005.0,8.8,4,0,0,19,16,2,17,5,9,0,0.11335012594458438,0.0,0.5667506297229219,0.21536523929471033,0.21864680074768406,-0.0032815614529737303
1362,Christ-Owen Kouassi,fr FRA,DF,Lecce,it Serie A,23.0,2003.0,4,3,228,2.5,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1362,fr FRA,DF,it Serie A,23-013,2003.0,2.5,0,0,0,0.0,0.0,0.0,,,0,0,1698,fr FRA,DF,it Serie A,23-013,2003.0,4,228,57,7.5,2.5,3,68.0,1,1,23.0,18,0.5,2,6,-4,-1.58,-0.94,1362,fr FRA,DF,it Serie A,23-013,2003.0,2.5,0,0,0,1,3,0,2,1,6,0,0.0,0.0,0.39473684210526316,0.11842105263157894,0.12170651182062317,-0.003285459189044229
889,Alex Freeman,us USA,DF,Villarreal,es La Liga,21.0,2004.0,7,1,166,1.8,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,889,us USA,DF,es La Liga,21-262,2004.0,1.8,0,1,0,0.0,0.54,0.0,0.0,,0,0,1119,us USA,DF,es La Liga,21-262,2004.0,7,166,24,5.6,1.8,1,90.0,1,6,13.0,6,1.57,3,2,1,0.54,-0.1,889,us USA,DF,es La Liga,21-262,2004.0,1.8,0,0,0,1,0,0,1,4,3,0,0.0,0.0,2.168674698795181,0.6506024096385543,0.6539859936291041,-0.003383583990549832
